type_ind,quotedate_ind,type,quotedate_jul,breaks,rates,quotedate_ymd
pwcf,19261030,pwcf,[9799.],"[ 9799.  9799.  9799.  9799.  9799.  9849.  9889.  9981. 10165. 10530.
 11260. 12720. 15640. 18560. 28560.]","[0.0355449 0.0355449 0.0355449 0.0355449 0.0355449 0.0355449 0.036975
 0.036975  0.036975  0.0353443 0.0388698 0.0388698 0.0347365 0.0347365
 0.       ]",19261030
pwcf,19261130,pwcf,[9830.],"[ 9830.  9830.  9830.  9830.  9830.  9880.  9920. 10012. 10195. 10560.
 11290. 12750. 15670. 18590. 28590.]","[0.0339913 0.0339913 0.0339913 0.0339913 0.0339913 0.0339913 0.0339913
 0.0339913 0.0339913 0.0382926 0.0384115 0.0384115 0.0336527 0.0336527
 0.       ]",19261130
pwcf,19261231,pwcf,[9861.],"[ 9861.  9861.  9861.  9861.  9861.  9910.  9950. 10042. 10226. 10591.
 11321. 12781. 15701. 18621. 28621.]","[0.0313532 0.0313532 0.0313532 0.0313532 0.0313532 0.0313532 0.0313532
 0.0313532 0.0312851 0.0374281 0.0374281 0.0374281 0.0340921 0.0340921
 0.       ]",19261231
pwcf,19270131,pwcf,[9892.],"[ 9892.  9892.  9892.  9892.  9892.  9941.  9981. 10073. 10257. 10622.
 11352. 12812. 15732. 18652. 28652.]","[0.0335593 0.0335593 0.0335593 0.0335593 0.0335593 0.0335593 0.0335593
 0.0335593 0.0341514 0.036011  0.036011  0.036011  0.0342129 0.0342129
 0.       ]",19270131
pwcf,19270228,pwcf,[9920.],"[ 9920.  9920.  9920.  9920.  9920.  9972. 10012. 10104. 10286. 10651.
 11381. 12841. 15761. 18681. 28681.]","[0.0332376 0.0332376 0.0332376 0.0332376 0.0332376 0.0332376 0.0332376
 0.0332376 0.0308871 0.0362335 0.0362335 0.0362335 0.033527  0.033527
 0.       ]",19270228
pwcf,19270331,pwcf,[9951.],"[ 9951.  9951.  9951.  9951.  9951. 10002. 10042. 10134. 10317. 10682.
 11412. 12872. 15792. 18712. 28712.]","[0.0341845 0.0341845 0.0341845 0.0341845 0.0341845 0.0341845 0.0341845
 0.0326463 0.0352376 0.0352376 0.035304  0.035304  0.0315806 0.0315806
 0.       ]",19270331
pwcf,19270430,pwcf,[9981.],"[ 9981.  9981.  9981.  9981.  9981. 10033. 10073. 10165. 10347. 10712.
 11442. 12902. 15822. 18742. 28742.]","[0.0361264 0.0361264 0.0361264 0.0361264 0.0361264 0.0361264 0.0348309
 0.0348309 0.0367101 0.0367101 0.0347614 0.0347614 0.0317311 0.0317311
 0.       ]",19270430
pwcf,19270531,pwcf,[10012.],"[10012. 10012. 10012. 10012. 10012. 10063. 10103. 10195. 10378. 10743.
 11473. 12933. 15853. 18773. 28773.]","[0.0322875 0.0322875 0.0322875 0.0322875 0.0322875 0.0322875 0.0322875
 0.0322875 0.0345237 0.0345237 0.0366913 0.0366913 0.0297949 0.0297949
 0.       ]",19270531
pwcf,19270630,pwcf,[10042.],"[10042. 10042. 10042. 10042. 10042. 10094. 10134. 10226. 10408. 10773.
 11503. 12963. 15883. 18803. 28803.]","[0.0332094 0.0332094 0.0332094 0.0332094 0.0332094 0.0332094 0.0332094
 0.0332094 0.035626  0.035626  0.035994  0.035994  0.0312882 0.0312882
 0.       ]",19270630
pwcf,19270730,pwcf,[10072.],"[10072. 10072. 10072. 10072. 10072. 10125. 10165. 10257. 10439. 10804.
 11534. 12994. 15914. 18834. 28834.]","[0.0301387 0.0301387 0.0301387 0.0301387 0.0301387 0.0301387 0.0318991
 0.0318991 0.0318991 0.0374959 0.0374959 0.0324848 0.0324848 0.0322438
 0.       ]",19270730
pwcf,19270831,pwcf,[10104.],"[10104. 10104. 10104. 10104. 10104. 10154. 10194. 10286. 10470. 10835.
 11565. 13025. 15945. 18865. 28865.]","[0.0301214 0.0301214 0.0301214 0.0301214 0.0301214 0.0301214 0.0301214
 0.0301214 0.0301214 0.0373536 0.0373536 0.0320171 0.0320171 0.0328245
 0.       ]",19270831
pwcf,19270930,pwcf,[10134.],"[10134. 10134. 10134. 10134. 10134. 10185. 10225. 10317. 10500. 10865.
 11595. 13055. 15975. 18895. 28895.]","[0.0266516 0.0266516 0.0266516 0.0266516 0.0266516 0.0266516 0.0266516
 0.039647  0.039647  0.0332951 0.0332951 0.0332951 0.0332951 0.0299991
 0.       ]",19270930
pwcf,19271031,pwcf,[10165.],"[10165. 10165. 10165. 10165. 10165. 10215. 10255. 10347. 10531. 10896.
 11626. 13086. 16006. 18926. 28926.]","[0.0271565 0.0271565 0.0271565 0.0271565 0.0271565 0.0271565 0.0321183
 0.0321183 0.0321183 0.0364662 0.0364662 0.0364662 0.0288638 0.0308989
 0.       ]",19271031
pwcf,19271130,pwcf,[10195.],"[10195. 10195. 10195. 10195. 10195. 10246. 10286. 10378. 10561. 10926.
 11656. 13116. 16036. 18956. 28956.]","[0.0322325 0.0322325 0.0322325 0.0322325 0.0322325 0.0322325 0.0322325
 0.0322325 0.0314092 0.0363084 0.0363084 0.0303307 0.0303307 0.0339197
 0.       ]",19271130
pwcf,19271231,pwcf,[10226.],"[10226. 10226. 10226. 10226. 10226. 10276. 10316. 10408. 10592. 10957.
 11687. 13147. 16067. 18987. 28987.]","[0.0335667 0.0335667 0.0335667 0.0335667 0.0335667 0.0335667 0.0335667
 0.0335667 0.0323301 0.0357239 0.0357239 0.0298594 0.0298594 0.0337753
 0.       ]",19271231
pwcf,19280131,pwcf,[10257.],"[10257. 10257. 10257. 10257. 10257. 10307. 10347. 10439. 10623. 10988.
 11718. 13178. 16098. 19018. 29018.]","[0.0328192 0.0328192 0.0328192 0.0328192 0.0328192 0.0328192 0.0328192
 0.0328192 0.0452315 0.0320792 0.0320792 0.0320792 0.0320792 0.0284856
 0.       ]",19280131
pwcf,19280229,pwcf,[10286.],"[10286. 10286. 10286. 10286. 10286. 10338. 10378. 10470. 10651. 11016.
 11746. 13206. 16126. 19046. 29046.]","[0.0300516 0.0300516 0.0300516 0.0300516 0.0300516 0.0300516 0.0300516
 0.0300516 0.0594068 0.0315571 0.0315571 0.0315571 0.0315571 0.0255699
 0.       ]",19280229
pwcf,19280331,pwcf,[10317.],"[10317. 10317. 10317. 10317. 10317. 10368. 10408. 10500. 10682. 11047.
 11777. 13237. 16157. 19077. 29077.]","[0.032662  0.032662  0.032662  0.032662  0.032662  0.032662  0.032662
 0.032662  0.0363619 0.0363619 0.0363619 0.0296566 0.0296566 0.0332032
 0.       ]",19280331
pwcf,19280430,pwcf,[10347.],"[10347. 10347. 10347. 10347. 10347. 10399. 10439. 10531. 10712. 11077.
 11807. 13267. 16187. 19107. 29107.]","[0.0383293 0.0383293 0.0383293 0.0383293 0.0383293 0.0383293 0.0383293
 0.0383293 0.0363748 0.0363748 0.0363748 0.0298544 0.0298544 0.032412
 0.       ]",19280430
pwcf,19280531,pwcf,[10378.],"[10378. 10378. 10378. 10378. 10378. 10429. 10469. 10561. 10743. 11108.
 11838. 13298. 16218. 19138. 29138.]","[0.0395354 0.0395354 0.0395354 0.0395354 0.0395354 0.0395354 0.0395354
 0.0395354 0.0371707 0.0371707 0.0371707 0.030443  0.030443  0.0348024
 0.       ]",19280531
pwcf,19280630,pwcf,[10408.],"[10408. 10408. 10408. 10408. 10408. 10460. 10500. 10592. 10773. 11138.
 11868. 13328. 16248. 19168. 29168.]","[0.0396128 0.0396128 0.0396128 0.0396128 0.0396128 0.0396128 0.0396128
 0.0424972 0.0408028 0.0368873 0.0368873 0.0300462 0.0300462 0.0347207
 0.       ]",19280630
pwcf,19280731,pwcf,[10439.],"[10439. 10439. 10439. 10439. 10439. 10491. 10531. 10623. 10804. 11169.
 11899. 13359. 16279. 19199. 29199.]","[0.0405641 0.0405641 0.0405641 0.0405641 0.0405641 0.0405641 0.0469927
 0.0469927 0.0408416 0.0399899 0.0399899 0.0322079 0.0322079 0.0314125
 0.       ]",19280731
pwcf,19280831,pwcf,[10470.],"[10470. 10470. 10470. 10470. 10470. 10519. 10559. 10651. 10835. 11200.
 11930. 13390. 16310. 19230. 29230.]","[0.0445923 0.0445923 0.0445923 0.0445923 0.0445923 0.0445923 0.0445923
 0.0445923 0.0451851 0.0387405 0.0387405 0.0321162 0.0321162 0.0312514
 0.       ]",19280831
pwcf,19280929,pwcf,[10499.],"[10499. 10499. 10499. 10499. 10499. 10550. 10590. 10682. 10865. 11230.
 11960. 13420. 16340. 19260. 29260.]","[0.0486963 0.0486963 0.0486963 0.0486963 0.0486963 0.0486963 0.0486963
 0.0470987 0.0470987 0.0375949 0.0375949 0.0329171 0.0329171 0.030219
 0.       ]",19280929
pwcf,19281031,pwcf,[10531.],"[10531. 10531. 10531. 10531. 10531. 10580. 10620. 10712. 10896. 11261.
 11991. 13451. 16371. 19291. 29291.]","[0.0475054 0.0475054 0.0475054 0.0475054 0.0475054 0.0475054 0.0473517
 0.0473517 0.037777  0.0400079 0.0400079 0.0311616 0.0311616 0.0334979
 0.       ]",19281031
pwcf,19281130,pwcf,[10561.],"[10561. 10561. 10561. 10561. 10561. 10611. 10651. 10743. 10926. 11291.
 12021. 13481. 16401. 19321. 29321.]","[0.0431856 0.0431856 0.0431856 0.0431856 0.0431856 0.0431856 0.0431856
 0.0431856 0.0431856 0.0402653 0.0402653 0.0314661 0.0314661 0.0296566
 0.       ]",19281130
pwcf,19281231,pwcf,[10592.],"[10592. 10592. 10592. 10592. 10592. 10641. 10681. 10773. 10957. 11322.
 12052. 13512. 16432. 19352. 29352.]","[0.0449866 0.0449866 0.0449866 0.0449866 0.0449866 0.0449866 0.0449866
 0.0449866 0.0475545 0.0405413 0.0405413 0.031428  0.031428  0.0319324
 0.       ]",19281231
pwcf,19290131,pwcf,[10623.],"[10623. 10623. 10623. 10623. 10623. 10672. 10712. 10804. 10988. 11353.
 12083. 13543. 16463. 19383. 29383.]","[0.0479528 0.0479528 0.0479528 0.0479528 0.0479528 0.0479528 0.0479528
 0.0479528 0.0435339 0.0428132 0.0428132 0.0322436 0.0322436 0.0307953
 0.       ]",19290131
pwcf,19290228,pwcf,[10651.],"[10651. 10651. 10651. 10651. 10651. 10703. 10743. 10835. 11016. 11381.
 12111. 13571. 16491. 19411. 29411.]","[0.0469188 0.0469188 0.0469188 0.0469188 0.0469188 0.0469188 0.0469188
 0.0469188 0.0476971 0.0442083 0.0442083 0.0324255 0.0324255 0.0885034
 0.       ]",19290228
pwcf,19290328,pwcf,[10679.],"[10679. 10679. 10679. 10679. 10679. 10733. 10773. 10865. 11047. 11412.
 12142. 13602. 16522. 19442. 29442.]","[ 0.0471504  0.0471504  0.0471504  0.0471504  0.0471504  0.0471504
  0.0471504  0.0500407  0.0520564  0.0430791  0.0430791  0.0343912
  0.0343912  0.0641768 -0.0469531]",19290328
pwcf,19290430,pwcf,[10712.],"[10712. 10712. 10712. 10712. 10712. 10764. 10804. 10896. 11077. 11442.
 12172. 13632. 16552. 19472. 29472.]","[0.0526069 0.0526069 0.0526069 0.0526069 0.0526069 0.0526069 0.0477113
 0.0477113 0.0540083 0.0419859 0.0419859 0.0317022 0.0317022 0.0667231
 0.       ]",19290430
pwcf,19290531,pwcf,[10743.],"[10743. 10743. 10743. 10743. 10743. 10794. 10834. 10926. 11108. 11473.
 12203. 13663. 16583. 19503. 29503.]","[0.0502047 0.0502047 0.0502047 0.0502047 0.0502047 0.0502047 0.0502047
 0.0502047 0.0708413 0.0415226 0.0415226 0.0330287 0.0330287 0.0668988
 0.       ]",19290531
pwcf,19290629,pwcf,[10772.],"[10772. 10772. 10772. 10772. 10772. 10825. 10865. 10957. 11138. 11503.
 12233. 13693. 16613. 19533. 29533.]","[0.0457144 0.0457144 0.0457144 0.0457144 0.0457144 0.0457144 0.0457144
 0.0481976 0.0481976 0.0443902 0.0443902 0.0318953 0.0318953 0.0913856
 0.       ]",19290629
pwcf,19290731,pwcf,[10804.],"[10804. 10804. 10804. 10804. 10804. 10856. 10896. 10988. 11169. 11534.
 12264. 13724. 16644. 19564. 29564.]","[0.0506174 0.0506174 0.0506174 0.0506174 0.0506174 0.0506174 0.0468339
 0.0468339 0.0468339 0.0427825 0.0427825 0.0336257 0.0336257 0.0740354
 0.       ]",19290731
pwcf,19290830,pwcf,[10834.],"[10834. 10834. 10834. 10834. 10834. 10884. 10924. 11016. 11200. 11565.
 12295. 13755. 16675. 19595. 29595.]","[0.0464977 0.0464977 0.0464977 0.0464977 0.0464977 0.0464977 0.0464977
 0.0464977 0.0464977 0.042773  0.042773  0.033649  0.033649  0.069172
 0.       ]",19290830
pwcf,19290930,pwcf,[10865.],"[10865. 10865. 10865. 10865. 10865. 10915. 10955. 11047. 11230. 11595.
 12325. 13785. 16705. 19625. 29625.]","[0.0484692 0.0484692 0.0484692 0.0484692 0.0484692 0.0484692 0.0484692
 0.0484692 0.0440251 0.0440251 0.0440251 0.03459   0.03459   0.0674574
 0.       ]",19290930
pwcf,19291031,pwcf,[10896.],"[10896. 10896. 10896. 10896. 10896. 10945. 10985. 11077. 11261. 11626.
 12356. 13816. 16736. 19656. 29656.]","[0.0408622 0.0408622 0.0408622 0.0408622 0.0408622 0.0408622 0.0408622
 0.0408622 0.041657  0.041657  0.041657  0.0320623 0.0320623 0.0798456
 0.       ]",19291031
pwcf,19291127,pwcf,[10923.],"[10923. 10923. 10923. 10923. 10923. 10976. 11016. 11108. 11291. 11656.
 12386. 13846. 16766. 19686. 29686.]","[0.0330216 0.0330216 0.0330216 0.0330216 0.0330216 0.0330216 0.0330216
 0.0330216 0.0386437 0.0386437 0.0386437 0.031494  0.031494  0.0314367
 0.       ]",19291127
pwcf,19291231,pwcf,[10957.],"[10957. 10957. 10957. 10957. 10957. 11006. 11046. 11138. 11322. 11687.
 12417. 13877. 16797. 19717. 29717.]","[0.0293984 0.0293984 0.0293984 0.0293984 0.0293984 0.0293984 0.0293984
 0.0374775 0.0374775 0.0374775 0.0374775 0.0327895 0.0327895 0.0347989
 0.       ]",19291231
pwcf,19300131,pwcf,[10988.],"[10988. 10988. 10988. 10988. 10988. 11037. 11077. 11169. 11353. 11718.
 12448. 13908. 16828. 19748. 29748.]","[0.0384181 0.0384181 0.0384181 0.0384181 0.0384181 0.0384181 0.0389503
 0.0389503 0.0389503 0.0389503 0.0389503 0.0327912 0.0327912 0.0346245
 0.       ]",19300131
pwcf,19300228,pwcf,[11016.],"[11016. 11016. 11016. 11016. 11016. 11068. 11108. 11200. 11381. 11746.
 12476. 13936. 16856. 19776. 29776.]","[0.0369845 0.0369845 0.0369845 0.0369845 0.0369845 0.0369845 0.0369845
 0.0369845 0.0369845 0.0369845 0.0369845 0.0324976 0.0324976 0.035283
 0.       ]",19300228
pwcf,19300331,pwcf,[11047.],"[11047. 11047. 11047. 11047. 11047. 11098. 11138. 11230. 11412. 11777.
 12507. 13967. 16887. 19807. 29807.]","[0.0364531 0.0364531 0.0364531 0.0364531 0.0364531 0.0364531 0.0364531
 0.0364531 0.0364531 0.0364531 0.0304803 0.0331819 0.0331819 0.0331819
 0.       ]",19300331
pwcf,19300430,pwcf,[11077.],"[11077. 11077. 11077. 11077. 11077. 11129. 11169. 11261. 11442. 11807.
 12537. 13997. 16917. 19837. 29837.]","[0.0365634 0.0365634 0.0365634 0.0365634 0.0365634 0.0365634 0.0365634
 0.0365634 0.0365634 0.0365634 0.0365634 0.032177  0.032177  0.032177
 0.       ]",19300430
pwcf,19300529,pwcf,[11106.],"[11106. 11106. 11106. 11106. 11106. 11159. 11199. 11291. 11473. 11838.
 12568. 14028. 16948. 19868. 29868.]","[0.0358356 0.0358356 0.0358356 0.0358356 0.0358356 0.0358356 0.0358356
 0.0358356 0.0358356 0.0358356 0.0358356 0.0310806 0.0310806 0.0310806
 0.       ]",19300529
pwcf,19300630,pwcf,[11138.],"[11138. 11138. 11138. 11138. 11138. 11190. 11230. 11322. 11503. 11868.
 12598. 14058. 16978. 19898. 29898.]","[0.0328359 0.0328359 0.0328359 0.0328359 0.0328359 0.0328359 0.0328359
 0.0328359 0.0328359 0.0328359 0.0323172 0.0323172 0.0323172 0.0323172
 0.       ]",19300630
pwcf,19300731,pwcf,[11169.],"[11169. 11169. 11169. 11169. 11169. 11221. 11261. 11353. 11534. 11899.
 12629. 14089. 17009. 19929. 29929.]","[0.030805  0.030805  0.030805  0.030805  0.030805  0.030805  0.030805
 0.030805  0.030805  0.030805  0.0327437 0.0327437 0.0327437 0.0327437
 0.       ]",19300731
pwcf,19300829,pwcf,[11198.],"[11198. 11198. 11198. 11198. 11198. 11249. 11289. 11381. 11565. 11930.
 12660. 14120. 17040. 19960. 29960.]","[0.030251  0.030251  0.030251  0.030251  0.030251  0.030251  0.030251
 0.030251  0.030251  0.030251  0.0332624 0.0332624 0.0332624 0.0340556
 0.       ]",19300829
pwcf,19300930,pwcf,[11230.],"[11230. 11230. 11230. 11230. 11230. 11280. 11320. 11412. 11595. 11960.
 12690. 14150. 17070. 19990. 29990.]","[0.0296064 0.0296064 0.0296064 0.0296064 0.0296064 0.0296064 0.0296064
 0.0296064 0.0296064 0.0296064 0.0324879 0.0324879 0.0324879 0.0324879
 0.       ]",19300930
pwcf,19301031,pwcf,[11261.],"[11261. 11261. 11261. 11261. 11261. 11310. 11350. 11442. 11626. 11991.
 12721. 14181. 17101. 20021. 30021.]","[0.0258344 0.0258344 0.0258344 0.0258344 0.0258344 0.0258344 0.0258344
 0.0258344 0.0258344 0.0258344 0.0332715 0.0332715 0.0332715 0.0332715
 0.       ]",19301031
pwcf,19301129,pwcf,[11290.],"[11290. 11290. 11290. 11290. 11290. 11341. 11381. 11473. 11656. 12021.
 12751. 14211. 17131. 20051. 30051.]","[0.0227217 0.0227217 0.0227217 0.0227217 0.0227217 0.0227217 0.0227217
 0.0227217 0.0227217 0.0227217 0.0337159 0.0337159 0.0337159 0.0337159
 0.       ]",19301129
pwcf,19301231,pwcf,[11322.],"[11322. 11322. 11322. 11322. 11322. 11371. 11411. 11503. 11687. 12052.
 12782. 14242. 17162. 20082. 30082.]","[0.021601  0.021601  0.021601  0.021601  0.021601  0.021601  0.021601
 0.021601  0.021601  0.021601  0.0346086 0.0346086 0.0346086 0.0346086
 0.       ]",19301231
pwcf,19310131,pwcf,[11353.],"[11353. 11353. 11353. 11353. 11353. 11402. 11442. 11534. 11718. 12083.
 12813. 14273. 17193. 20113. 30113.]","[0.0248336 0.0248336 0.0248336 0.0248336 0.0248336 0.0248336 0.0248336
 0.0248336 0.0248336 0.0248336 0.035878  0.035878  0.035878  0.035878
 0.       ]",19310131
pwcf,19310228,pwcf,[11381.],"[11381. 11381. 11381. 11381. 11381. 11433. 11473. 11565. 11747. 12112.
 12842. 14302. 17222. 20142. 30142.]","[0.0206583 0.0206583 0.0206583 0.0206583 0.0206583 0.0206583 0.0206583
 0.0206583 0.0206583 0.0206583 0.0361521 0.0361521 0.0361521 0.0361521
 0.       ]",19310228
pwcf,19310331,pwcf,[11412.],"[11412. 11412. 11412. 11412. 11412. 11463. 11503. 11595. 11778. 12143.
 12873. 14333. 17253. 20173. 30173.]","[0.0196924 0.0196924 0.0196924 0.0196924 0.0196924 0.0196924 0.0196924
 0.0196924 0.0196924 0.0196924 0.0357353 0.0357353 0.0357353 0.0357353
 0.       ]",19310331
pwcf,19310430,pwcf,[11442.],"[11442. 11442. 11442. 11442. 11442. 11494. 11534. 11626. 11808. 12173.
 12903. 14363. 17283. 20203. 30203.]","[0.0164722 0.0164722 0.0164722 0.0164722 0.0164722 0.0164722 0.0164722
 0.0164722 0.0164722 0.0164722 0.0358388 0.0358388 0.0358388 0.0358388
 0.       ]",19310430
pwcf,19310529,pwcf,[11471.],"[11471. 11471. 11471. 11471. 11471. 11524. 11564. 11656. 11839. 12204.
 12934. 14394. 17314. 20234. 30234.]","[0.0110754 0.0110754 0.0110754 0.0110754 0.0110754 0.0110754 0.0110754
 0.0110754 0.0110754 0.0110754 0.0360271 0.0360271 0.0360271 0.0360271
 0.       ]",19310529
pwcf,19310630,pwcf,[11503.],"[11503. 11503. 11503. 11503. 11503. 11555. 11595. 11687. 11869. 12234.
 12964. 14424. 17344. 20264. 30264.]","[0.0310177 0.0310177 0.0310177 0.0310177 0.0310177 0.0310177 0.0310177
 0.0310177 0.0310177 0.0310177 0.0310177 0.0310177 0.0310177 0.0310177
 0.       ]",19310630
pwcf,19310731,pwcf,[11534.],"[11534. 11534. 11534. 11534. 11534. 11586. 11626. 11718. 11900. 12265.
 12995. 14455. 17375. 20295. 30295.]","[0.0313241 0.0313241 0.0313241 0.0313241 0.0313241 0.0313241 0.0313241
 0.0313241 0.0313241 0.0313241 0.0313241 0.0313241 0.0313241 0.0313241
 0.       ]",19310731
pwcf,19310831,pwcf,[11565.],"[11565. 11565. 11565. 11565. 11565. 11615. 11655. 11747. 11931. 12296.
 13026. 14486. 17406. 20326. 30326.]","[0.0314587 0.0314587 0.0314587 0.0314587 0.0314587 0.0314587 0.0314587
 0.0314587 0.0314587 0.0314587 0.0314587 0.0314587 0.0314587 0.0314587
 0.       ]",19310831
pwcf,19310930,pwcf,[11595.],"[11595. 11595. 11595. 11595. 11595. 11646. 11686. 11778. 11961. 12326.
 13056. 14516. 17436. 20356. 30356.]","[0.0342642 0.0342642 0.0342642 0.0342642 0.0342642 0.0342642 0.0342642
 0.0342642 0.0342642 0.0342642 0.0342642 0.0342642 0.0342642 0.0225409
 0.       ]",19310930
pwcf,19311031,pwcf,[11626.],"[11626. 11626. 11626. 11626. 11626. 11676. 11716. 11808. 11992. 12357.
 13087. 14547. 17467. 20387. 30387.]","[0.03732   0.03732   0.03732   0.03732   0.03732   0.03732   0.03732
 0.03732   0.03732   0.03732   0.03732   0.03732   0.03732   0.0262242
 0.4085391]",19311031
pwcf,19311130,pwcf,[11656.],"[11656. 11656. 11656. 11656. 11656. 11707. 11747. 11839. 12022. 12387.
 13117. 14577. 17497. 20417. 30417.]","[0.0369381 0.0369381 0.0369381 0.0369381 0.0369381 0.0369381 0.0369381
 0.0369381 0.0369381 0.0369381 0.0369381 0.0369381 0.0369381 0.0289192
 0.4629677]",19311130
pwcf,19311231,pwcf,[11687.],"[11687. 11687. 11687. 11687. 11687. 11737. 11777. 11869. 12053. 12418.
 13148. 14608. 17528. 20448. 30448.]","[0.0411575 0.0411575 0.0411575 0.0411575 0.0411575 0.0411575 0.0411575
 0.0411575 0.0411575 0.0411575 0.0411575 0.0411575 0.0411575 0.0331257
 0.2746846]",19311231
pwcf,19320130,pwcf,[11717.],"[11717. 11717. 11717. 11717. 11717. 11768. 11808. 11900. 12084. 12449.
 13179. 14639. 17559. 20479. 30479.]","[0.0427504 0.0427504 0.0427504 0.0427504 0.0427504 0.0427504 0.0427504
 0.0427504 0.0427504 0.0427504 0.0427504 0.0427504 0.0427504 0.0357554
 0.7496175]",19320130
pwcf,19320229,pwcf,[11747.],"[11747. 11747. 11747. 11747. 11747. 11799. 11839. 11931. 12112. 12477.
 13207. 14667. 17587. 20507. 30507.]","[0.0405842  0.0405842  0.0405842  0.0405842  0.0405842  0.0405842
 0.0405842  0.0405842  0.0405842  0.0405842  0.0405842  0.0405842
 0.0405842  0.02253436 0.7530843 ]",19320229
pwcf,19320331,pwcf,[11778.],"[11778. 11778. 11778. 11778. 11778. 11829. 11869. 11961. 12143. 12508.
 13238. 14698. 17618. 20538. 30538.]","[0.0396183 0.0396183 0.0396183 0.0396183 0.0396183 0.0396183 0.0396183
 0.0396183 0.0396183 0.0396183 0.0396183 0.0396183 0.0396183 0.0347094
 0.       ]",19320331
pwcf,19320430,pwcf,[11808.],"[11808. 11808. 11808. 11808. 11808. 11860. 11900. 11992. 12173. 12538.
 13268. 14728. 17648. 20568. 30568.]","[0.0359906 0.0359906 0.0359906 0.0359906 0.0359906 0.0359906 0.0359906
 0.0359906 0.0359906 0.0359906 0.0359906 0.0359906 0.0359906 0.0234764
 0.       ]",19320430
