ctype,quotedate,0.0833YR,0.25YR,0.5YR,1.0YR,2.0YR,3.0YR,5.0YR,7.0YR,10.0YR,20.0YR,30.0YR,Max,Min
pwcf,19280831.0,4.509313359897944,4.509313359897905,4.509313359897906,4.529587871409487,4.350907410818506,4.243244575213071,4.0983145535186525,3.95019095318758,3.7956426205022633,3.562512644789182,3.3509274743875253,4.529587871409487,3.3509274743875253
pwcf,19280929.0,4.92939732966131,4.929397329661308,4.848016894644422,4.820514792599558,4.512511445879739,4.334179873074975,4.129650152000856,3.974799849959475,3.825188749124252,3.602532702380951,3.375026296456892,4.92939732966131,3.375026296456892
pwcf,19281031.0,4.807408442767076,4.800052093128144,4.795930270978447,4.466636780438282,4.274752712947971,4.203510580210161,4.095974572891237,3.9438457968613863,3.775481661411324,3.5257813435510204,3.3434751611672606,4.807408442767076,3.3434751611672606
pwcf,19281130.0,4.365522307992207,4.3655223079921885,4.365522307992195,4.3655223079922045,4.277297110298858,4.225466092867613,4.126242194565453,3.975934236791176,3.808230792168641,3.542761765523628,3.3080767814508154,4.365522307992207,3.3080767814508154
pwcf,19281231.0,4.549636345734507,4.549636345734574,4.549636345734513,4.637468096434081,4.494915120213819,4.399939268365177,4.252297192735037,4.073557919563773,3.880859503607312,3.5908908261685437,3.372892343113713,4.637468096434081,3.372892343113713
pwcf,19290131.0,4.853228984872293,4.853228984872287,4.853228984872287,4.7019066957349605,4.560894401949326,4.497099411575258,4.381836377477814,4.204649914413518,4.006392491729384,3.694805194214149,3.4437239520121925,4.853228984872293,3.4437239520121925
pwcf,19290228.0,4.747347238277036,4.747347238276992,4.74734723827702,4.773410025767672,4.68895248720872,4.636085638720056,4.519106501322955,4.325647567095986,4.107397080327233,3.9679319665372015,4.333545962225183,4.773410025767672,3.9679319665372015
pwcf,19290328.0,4.7710583539342695,4.771058353934364,4.915855396564423,5.032108290911596,4.858251511545899,4.739526844371205,4.569187275420305,4.383925636231627,4.1881170666783465,4.001938044823959,3.9512100203435887,5.032108290911596,3.9512100203435887
pwcf,19290430.0,5.330487778550063,5.11207881774894,4.970237590542837,5.134871727087675,4.904335238981713,4.748020461374967,4.529257439355851,4.301073892514019,4.062057704314119,3.8334799794662375,3.9869168057818913,5.330487778550063,3.8334799794662375
pwcf,19290531.0,5.084013379510785,5.08401337951071,5.084013379510734,5.780478303229325,5.453829387736266,5.172492264201511,4.817754886635392,4.537998107759073,4.26491004886984,3.997506010711448,4.123820856503939,5.780478303229325,3.997506010711448
